hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9H_65c8652ab0b34ea7	M9PAIR_60a64553f3fc2d28	M8SID_0943a1068e9402f4	M8SID_c9ca51837b06e207	M9CL_5807efab0bbb4b64	M9CL_c01618f4f985c5a6	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and Отчёт «Поисковые запросы на WB» can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_2bbc7f753d40d960	M9PAIR_ada3d9fc89897e9b	M8SID_0943a1068e9402f4	M8SID_ce5c460b3a2124bb	M9CL_5807efab0bbb4b64	M9CL_32544b5109994d76	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_a117c6bc5c348486	M9PAIR_21995d569a2917b8	M8SID_0943a1068e9402f4	M8SID_d9a5cc3e810be381	M9CL_5807efab0bbb4b64	M9CL_c71fcf5e270aecd7	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and отчеты для селлеров маркетплейсов can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100 | M4QR2Q00012:RU225:TOP100; current URL Top10=0/20; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_482ee5e965057192	M9PAIR_778583c86a3a14e9	M8SID_0943a1068e9402f4	M8SID_def0afbc32106614	M9CL_5807efab0bbb4b64	M9CL_50d7bf9bbe2a0dff	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and Сводный отчёт по продавцу can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_0b6143eb7c946ddb	M9PAIR_685f4559ddbade63	M8SID_0943a1068e9402f4	M8SID_df79f0c3371689ed	M9CL_5807efab0bbb4b64	M9CL_9f80eb481788313c	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and Отчёт о продажах Wildberries: как читать и выгружать can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_9b1393e6638454d2	M9PAIR_6fb72a100ec07178	M8SID_0943a1068e9402f4	M8SID_e10faa73a1384257	M9CL_5807efab0bbb4b64	M9CL_2fa2c003890cd17c	H_GENERIC_SPECIFIC_UNRESOLVED	Whether загрузка отчетов с маркетплейсов and отчеты для селлеров can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_4b304f57acedb163	M9PAIR_e5c21d8f81e15461	M8SID_0943a1068e9402f4	M8SID_ed858336de500ab2	M9CL_5807efab0bbb4b64	M9CL_2637e53fc435b258	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_10d7892a81a3e12d	M9PAIR_9819a0dfd6c08fce	M8SID_0943a1068e9402f4	M8SID_ee6b9436900836db	M9CL_5807efab0bbb4b64	M9CL_88cb2602f75e6f48	H_SEARCH_EVIDENCE_CONFLICT	Whether загрузка отчетов с маркетплейсов and отчет маркетплейса озон can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100 | M4QR2Q00033:RU225:TOP100; current URL Top10=1/19; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_69a0d5a787db1f42	M9PAIR_8c54587dfdf4504a	M8SID_0943a1068e9402f4	M8SID_f326261dec0f180d	M9CL_5807efab0bbb4b64	M9CL_9c53f9a6bb6116b6	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and аналитика показателей продавца can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_d944ee0a5ef50da5	M9PAIR_652a1dbc5a6e8ad9	M8SID_0943a1068e9402f4	M8SID_fec20a96bbee4f45	M9CL_5807efab0bbb4b64	M9CL_1590e99dd5f53a49	H_MIXED_INTENT_BOUNDARY	Whether загрузка отчетов с маркетплейсов and Статистика и аналитика продаж на Wildberries can be satisfied by one Search answer under their actual marketplace and intent boundaries.	M4QR2Q00025:RU225:TOP100; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_979ca07554ca4b63	M9PAIR_e57304a9fad7092a	M8SID_096b2cc4a0b3c4f5	M8SID_250abbb38cffed7a	M9CL_7e11683d4b2f5d22	M9CL_6bc077568abecff2	H_NO_BILATERAL_SERP_SAME_TASK	Whether Как анализировать отчет о продажах на Wildberries and Как скачать отчёт о продажах на Wildberries can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_87b0ba86f6b47323	M9PAIR_1f104077148b54ed	M8SID_096b2cc4a0b3c4f5	M8SID_3b03ea8b493492c0	M9CL_7e11683d4b2f5d22	M9CL_a1aadae12e8466eb	H_NO_BILATERAL_SERP_SAME_TASK	Whether Как анализировать отчет о продажах на Wildberries and Как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_976c7988c71cc341	M9PAIR_be19d1bfaddab4c5	M8SID_096b2cc4a0b3c4f5	M8SID_50e949b2f6a4c494	M9CL_7e11683d4b2f5d22	M9CL_9d782abd2186f6e2	H_MIXED_INTENT_BOUNDARY	Whether Как анализировать отчет о продажах на Wildberries and Работа c маркетплейсом: отчеты и аналитика can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_327870053bd72daf	M9PAIR_e9b024b2d0e2f11a	M8SID_096b2cc4a0b3c4f5	M8SID_51050ceda2b330da	M9CL_7e11683d4b2f5d22	M9CL_342b5dc4aa0b6cf8	H_NO_BILATERAL_SERP_SAME_TASK	Whether Как анализировать отчет о продажах на Wildberries and Как читать и анализировать отчеты о продажах на Wildberries can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=SAME; intent=SAME	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_3c1e71bc62b6ccc6	M9PAIR_a7bbf9d35b427159	M8SID_096b2cc4a0b3c4f5	M8SID_544e197891683f4c	M9CL_7e11683d4b2f5d22	M9CL_261f95ceaf310c3a	H_MIXED_INTENT_BOUNDARY	Whether Как анализировать отчет о продажах на Wildberries and Аналитика продавца Wildberries: как читать отчёты и находить точки роста can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
M9H_e2c8babc8aec4c13	M9PAIR_425b7279f4665fc3	M8SID_096b2cc4a0b3c4f5	M8SID_81a0551c95b1343e	M9CL_7e11683d4b2f5d22	M9CL_ffefa36c3120e974	H_MIXED_INTENT_BOUNDARY	Whether Как анализировать отчет о продажах на Wildberries and Отчет по операциям с маркетплейса can be satisfied by one Search answer under their actual marketplace and intent boundaries.	NO_CURRENT_EXACT_SERP; current URL Top10=NA_NOT_COMPARABLE/NA_NOT_COMPARABLE; task=COMPATIBLE; intent=AMBIGUOUS	Accepted bilateral exact Search behavior or distinct task/product answer resolving this particular compatibility.	Missing current SERP does not imply zero overlap, and lexical family does not prove common page satisfaction.	YES_FOR_THIS_BOUNDARY	Accepted current comparable Search or explicit accepted task/product distinction; rerun entire affected pair universe	Unresolved Search-only cluster relation; no page owner or IA.
