hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9HOLD_00030	M9PAIR_06e5f2d4b602ea2d	M8SID_a0eeffff2d867dcb	M8SID_c65a5e24dfdb39bc	M9CL_fdfbaa2be042b32a	M9CL_0ac1770f2755faaf	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчёт по возвратам Wildberries: разбор операций и удержаний' and 'отчет маркетплейса вайлдберриз' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00032:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00031	M9PAIR_073e4f890bf22658	M8SID_7c23963a6f4bc9db	M8SID_d9a5cc3e810be381	M9CL_653a524075c126d1	M9CL_c71fcf5e270aecd7	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Сверка отчетов с Ozon' and 'отчеты для селлеров маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 1; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_010_7c23963a6f4bc9db:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00012:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00032	M9PAIR_0746dda88c9a57f2	M8SID_def0afbc32106614	M8SID_ed858336de500ab2	M9CL_50d7bf9bbe2a0dff	M9CL_2637e53fc435b258	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Сводный отчёт по продавцу' and 'Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00033	M9PAIR_0773954e3210a9c5	M8SID_78187c521b37867e	M8SID_ee6b9436900836db	M9CL_76d530948f2a83bc	M9CL_88cb2602f75e6f48	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'отчеты маркетплейсов примеры' and 'отчет маркетплейса озон' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 4; Top20 6; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_002_78187c521b37867e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00033:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00034	M9PAIR_077609e44e4c10db	M8SID_7c14f16157d077b9	M8SID_b494df2d754aba5f	M9CL_9ef9d5ed87d0b015	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Отчёт по рекламе Wildberries: где смотреть и как анализировать' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00035	M9PAIR_07dee0c42eebbbc5	M8SID_250abbb38cffed7a	M8SID_9f67c7e74f7f9587	M9CL_6bc077568abecff2	M9CL_1de66900c2146c5b	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Финансовый отчет WILDBERRIES – как читать?' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00036	M9PAIR_0845ec93df869065	M8SID_853c71e68bd46c94	M8SID_b2c582967d3dea97	M9CL_af749ec09b819751	M9CL_584563dff9997c98	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Аналитика вайлдберриз: в каком отчете верные данные' and 'Как читать финансовый отчет WILDBERRIES за 5 минут?' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00037	M9PAIR_089d9acbd1d608ec	M8SID_6abd740c63a2528a	M8SID_f1b688e71eecda16	M9CL_d3c8e648c51f98ec	M9CL_c8ef71d4b04d08cf	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'аналитика маркетплейсов сервис' and 'программы аналитика маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 2; Top20 7; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_018_6abd740c63a2528a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_020_f1b688e71eecda16:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00038	M9PAIR_08b2416d87c2ee66	M8SID_9abd6603016eb220	M8SID_f326261dec0f180d	M9CL_a376985a8068ec48	M9CL_9c53f9a6bb6116b6	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Комиссии на Wildberries: почему в отчёте одна ставка, а в тарифах другая' and 'аналитика показателей продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_001_f326261dec0f180d:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00039	M9PAIR_092f502b76481a3b	M8SID_def0afbc32106614	M8SID_f89f2eed596da6c9	M9CL_50d7bf9bbe2a0dff	M9CL_60ecfdfdf15511dc	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Сводный отчёт по продавцу' and 'как загрузить отчеты маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_009_f89f2eed596da6c9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00040	M9PAIR_098d45f00d4ac0fc	M8SID_250abbb38cffed7a	M8SID_a5452022da8e1c54	M9CL_6bc077568abecff2	M9CL_7b0e9f96b0e08782	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как скачать отчёт о продажах на Wildberries' and 'Аналитика Wildberries: отчёты, метрики и дашборды продавца' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_012_250abbb38cffed7a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00041	M9PAIR_09bd027e8c048f02	M8SID_c4d7f4ca514dc5fd	M8SID_ce7224790a6414bc	M9CL_3e9cae524f2ba50c	M9CL_3fa365944fd8b8fa	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'ии анализ продаж маркетплейсов' and 'Аналитика Wildberries: ТОП показателей и инструментов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_006_c4d7f4ca514dc5fd:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00042	M9PAIR_09d35cbfe3c1f9de	M8SID_3b03ea8b493492c0	M8SID_81a0551c95b1343e	M9CL_a1aadae12e8466eb	M9CL_ffefa36c3120e974	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как сквозная аналитика продаж поможет вам больше зарабатывать на маркетплейсах' and 'Отчет по операциям с маркетплейса' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00043	M9PAIR_09e80ed1c12eac70	M8SID_81a0551c95b1343e	M8SID_dd5178f08e076841	M9CL_ffefa36c3120e974	M9CL_d6bd66a1598ad1e3	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Отчет по операциям с маркетплейса' and 'Как читать финансовый отчёт Wildberries и сверять итоговую сумму' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00044	M9PAIR_0a7f7708c1437eee	M8SID_6abd740c63a2528a	M8SID_fb4d67f1c380d11c	M9CL_d3c8e648c51f98ec	M9CL_ad507c7fc3cfea7a	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'аналитика маркетплейсов сервис' and 'аналитика маркетплейсов топ сервисов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 3; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_018_6abd740c63a2528a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRW2Q_002_fb4d67f1c380d11c:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
