occurrence_index	snapshot_id	snapshot_timestamp	extraction_chunk_id	extraction_chunk_status	source_collection_url	raw_href	absolute_url	normalized_identity	identity_class	duplicate_occurrence_rank	first_occurrence_index	unique_or_duplicate	reconciliation_state	accepted_identity_source	r5_url_id	retained_occurrence_id	retained_collection_index	observed_date	observed_title	observed_excerpt	observed_tags	original_extraction_batch	first_seen_provenance
51	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/fbo/	https://uniseller.io/blog/tema/fbo/	https://uniseller.io/blog/tema/fbo	THEME_TAXONOMY	1	51	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00043	R5O00051	50		fbo			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
52	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/kartochki-tovarov/	https://uniseller.io/blog/tema/kartochki-tovarov/	https://uniseller.io/blog/tema/kartochki-tovarov	THEME_TAXONOMY	1	52	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00044	R5O00052	51		карточки товаров			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
53	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/riteyl/	https://uniseller.io/blog/tema/riteyl/	https://uniseller.io/blog/tema/riteyl	THEME_TAXONOMY	1	53	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00045	R5O00053	52		ритейл			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
54	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/chestnyy-znak/	https://uniseller.io/blog/tema/chestnyy-znak/	https://uniseller.io/blog/tema/chestnyy-znak	THEME_TAXONOMY	1	54	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00046	R5O00054	53		честный знак			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
55	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/fbo-2/	https://uniseller.io/blog/tema/fbo-2/	https://uniseller.io/blog/tema/fbo-2	THEME_TAXONOMY	1	55	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00047	R5O00055	54		FBO			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
56	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/seo-2/	https://uniseller.io/blog/tema/seo-2/	https://uniseller.io/blog/tema/seo-2	THEME_TAXONOMY	1	56	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00048	R5O00056	55		seo			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
57	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/finansy/	https://uniseller.io/blog/tema/finansy/	https://uniseller.io/blog/tema/finansy	THEME_TAXONOMY	1	57	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00049	R5O00057	56		финансы			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
58	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/keys/	https://uniseller.io/blog/tema/keys/	https://uniseller.io/blog/tema/keys	THEME_TAXONOMY	1	58	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00050	R5O00058	57		кейс			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
59	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/prodvizhenie-tovarov/	https://uniseller.io/blog/tema/prodvizhenie-tovarov/	https://uniseller.io/blog/tema/prodvizhenie-tovarov	THEME_TAXONOMY	1	59	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00051	R5O00059	58		продвижение товаров			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
60	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/reklama-na-marketpleysah/	https://uniseller.io/blog/tema/reklama-na-marketpleysah/	https://uniseller.io/blog/tema/reklama-na-marketpleysah	THEME_TAXONOMY	1	60	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00052	R5O00060	59		реклама на маркетплейсах			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
61	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/infografika/	https://uniseller.io/blog/tema/infografika/	https://uniseller.io/blog/tema/infografika	THEME_TAXONOMY	1	61	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00053	R5O00061	60		инфографика			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
62	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/postavki/	https://uniseller.io/blog/tema/postavki/	https://uniseller.io/blog/tema/postavki	THEME_TAXONOMY	1	62	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00054	R5O00062	61		поставки			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
63	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/trafik/	https://uniseller.io/blog/tema/trafik/	https://uniseller.io/blog/tema/trafik	THEME_TAXONOMY	1	63	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00055	R5O00063	62		трафик			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
64	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/zakonodatelstvo/	https://uniseller.io/blog/tema/zakonodatelstvo/	https://uniseller.io/blog/tema/zakonodatelstvo	THEME_TAXONOMY	1	64	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00056	R5O00064	63		законодательство			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
65	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/trendy/	https://uniseller.io/blog/tema/trendy/	https://uniseller.io/blog/tema/trendy	THEME_TAXONOMY	1	65	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00057	R5O00065	64		тренды			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
66	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/vyplaty/	https://uniseller.io/blog/tema/vyplaty/	https://uniseller.io/blog/tema/vyplaty	THEME_TAXONOMY	1	66	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00058	R5O00066	65		выплаты			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
67	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/upakovka/	https://uniseller.io/blog/tema/upakovka/	https://uniseller.io/blog/tema/upakovka	THEME_TAXONOMY	1	67	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00059	R5O00067	66		упаковка			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
68	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/pvz/	https://uniseller.io/blog/tema/pvz/	https://uniseller.io/blog/tema/pvz	THEME_TAXONOMY	1	68	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00060	R5O00068	67		ПВЗ			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
69	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/kontent/	https://uniseller.io/blog/tema/kontent/	https://uniseller.io/blog/tema/kontent	THEME_TAXONOMY	1	69	FIRST_OCCURRENCE	ALREADY_ACCEPTED	R2_M4B1R2_URL_LEDGER_OVERLAY.tsv		R5O00069	68		контент			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
70	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/avito/	https://uniseller.io/blog/tema/avito/	https://uniseller.io/blog/tema/avito	THEME_TAXONOMY	1	70	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00061	R5O00070	69		авито			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
71	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/komissiya/	https://uniseller.io/blog/tema/komissiya/	https://uniseller.io/blog/tema/komissiya	THEME_TAXONOMY	1	71	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00062	R5O00071	70		комиссия			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
72	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/issledovanie/	https://uniseller.io/blog/tema/issledovanie/	https://uniseller.io/blog/tema/issledovanie	THEME_TAXONOMY	1	72	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00063	R5O00072	71		исследование			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
73	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/pvz-2/	https://uniseller.io/blog/tema/pvz-2/	https://uniseller.io/blog/tema/pvz-2	THEME_TAXONOMY	1	73	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00064	R5O00073	72		пвз			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
74	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/riski/	https://uniseller.io/blog/tema/riski/	https://uniseller.io/blog/tema/riski	THEME_TAXONOMY	1	74	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00065	R5O00074	73		риски			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
75	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/konkurentsiya/	https://uniseller.io/blog/tema/konkurentsiya/	https://uniseller.io/blog/tema/konkurentsiya	THEME_TAXONOMY	1	75	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00066	R5O00075	74		конкуренция			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
76	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/instruktsiya/	https://uniseller.io/blog/tema/instruktsiya/	https://uniseller.io/blog/tema/instruktsiya	THEME_TAXONOMY	1	76	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00067	R5O00076	75		инструкция			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
77	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/malyy-biznes/	https://uniseller.io/blog/tema/malyy-biznes/	https://uniseller.io/blog/tema/malyy-biznes	THEME_TAXONOMY	1	77	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00068	R5O00077	76		малый бизнес			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
78	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/analitika-prodazh/	https://uniseller.io/blog/tema/analitika-prodazh/	https://uniseller.io/blog/tema/analitika-prodazh	THEME_TAXONOMY	1	78	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00069	R5O00078	77		аналитика продаж			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
79	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/byudzhet/	https://uniseller.io/blog/tema/byudzhet/	https://uniseller.io/blog/tema/byudzhet	THEME_TAXONOMY	1	79	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00070	R5O00079	78		бюджет			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
80	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/tseny/	https://uniseller.io/blog/tema/tseny/	https://uniseller.io/blog/tema/tseny	THEME_TAXONOMY	1	80	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00071	R5O00080	79		цены			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
81	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/telegram/	https://uniseller.io/blog/tema/telegram/	https://uniseller.io/blog/tema/telegram	THEME_TAXONOMY	1	81	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00072	R5O00081	80		telegram			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
82	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/avtomatizatsiya-prodazh/	https://uniseller.io/blog/tema/avtomatizatsiya-prodazh/	https://uniseller.io/blog/tema/avtomatizatsiya-prodazh	THEME_TAXONOMY	1	82	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00073	R5O00082	81		автоматизация продаж			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
83	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/bezopasnost/	https://uniseller.io/blog/tema/bezopasnost/	https://uniseller.io/blog/tema/bezopasnost	THEME_TAXONOMY	1	83	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00074	R5O00083	82		безопасность			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
84	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/dokumenty/	https://uniseller.io/blog/tema/dokumenty/	https://uniseller.io/blog/tema/dokumenty	THEME_TAXONOMY	1	84	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00075	R5O00084	83		документы			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
85	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/oferta/	https://uniseller.io/blog/tema/oferta/	https://uniseller.io/blog/tema/oferta	THEME_TAXONOMY	1	85	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00076	R5O00085	84		оферта			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
86	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/postavschiki/	https://uniseller.io/blog/tema/postavschiki/	https://uniseller.io/blog/tema/postavschiki	THEME_TAXONOMY	1	86	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00077	R5O00086	85		поставщики			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
87	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/strategiya/	https://uniseller.io/blog/tema/strategiya/	https://uniseller.io/blog/tema/strategiya	THEME_TAXONOMY	1	87	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00078	R5O00087	86		стратегия			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
88	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/b2b/	https://uniseller.io/blog/tema/b2b/	https://uniseller.io/blog/tema/b2b	THEME_TAXONOMY	1	88	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00079	R5O00088	87		b2b			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
89	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/ostatki/	https://uniseller.io/blog/tema/ostatki/	https://uniseller.io/blog/tema/ostatki	THEME_TAXONOMY	1	89	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00080	R5O00089	88		остатки			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
90	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/ranzhirovanie/	https://uniseller.io/blog/tema/ranzhirovanie/	https://uniseller.io/blog/tema/ranzhirovanie	THEME_TAXONOMY	1	90	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00081	R5O00090	89		ранжирование			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
91	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/sebestoimost/	https://uniseller.io/blog/tema/sebestoimost/	https://uniseller.io/blog/tema/sebestoimost	THEME_TAXONOMY	1	91	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00082	R5O00091	90		себестоимость			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
92	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/upravlenie-prodazhami/	https://uniseller.io/blog/tema/upravlenie-prodazhami/	https://uniseller.io/blog/tema/upravlenie-prodazhami	THEME_TAXONOMY	1	92	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00083	R5O00092	91		управление продажами			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
93	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/kompensatsiya/	https://uniseller.io/blog/tema/kompensatsiya/	https://uniseller.io/blog/tema/kompensatsiya	THEME_TAXONOMY	1	93	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00084	R5O00093	92		компенсация			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
94	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/strahovanie/	https://uniseller.io/blog/tema/strahovanie/	https://uniseller.io/blog/tema/strahovanie	THEME_TAXONOMY	1	94	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00085	R5O00094	93		страхование			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
95	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/brend/	https://uniseller.io/blog/tema/brend/	https://uniseller.io/blog/tema/brend	THEME_TAXONOMY	1	95	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00086	R5O00095	94		бренд			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
96	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/optimizatsiya/	https://uniseller.io/blog/tema/optimizatsiya/	https://uniseller.io/blog/tema/optimizatsiya	THEME_TAXONOMY	1	96	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00087	R5O00096	95		оптимизация			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
97	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/pozhar/	https://uniseller.io/blog/tema/pozhar/	https://uniseller.io/blog/tema/pozhar	THEME_TAXONOMY	1	97	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00088	R5O00097	96		пожар			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
98	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/eksport/	https://uniseller.io/blog/tema/eksport/	https://uniseller.io/blog/tema/eksport	THEME_TAXONOMY	1	98	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00089	R5O00098	97		экспорт			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
99	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/elektronika/	https://uniseller.io/blog/tema/elektronika/	https://uniseller.io/blog/tema/elektronika	THEME_TAXONOMY	1	99	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00090	R5O00099	98		электроника			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
100	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_001	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/tema/kontekstnaya-reklama/	https://uniseller.io/blog/tema/kontekstnaya-reklama/	https://uniseller.io/blog/tema/kontekstnaya-reklama	THEME_TAXONOMY	1	100	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U00091	R5O00100	99		контекстная реклама			DOM_BATCH_01	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
