diagnostic_id	semantic_identity_id	diagnostic_class	observed_conflict	expected_review	final_resolution	changed_by_diagnostic	sibling_impact_checked	notes
M8D000068	M8SID_f20092b691090975	MARKETPLACE_SCOPE_MIX	«авито» тратит миллиарды на собственные пвз и бросает вызов wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_FOREIGN_ENTITY; EXPLICIT_FOREIGN	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05629:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000069	M8SID_e9e79f85bbaf4fe3	HUMAN_SOFTWARE_ROLE	«нейросети для маркетплейсов»: курсы для замены дизайнера и копирайтера	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_HUMAN_TRAINING; HUMAN_TRAINING	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03966:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000070	M8SID_1033bdafd136cb05	BUYER_SELLER_ROLE	авито заблокировал продавца капибар в москве: покупатели заплатили за перевозку, но животные не доехали	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_FOREIGN_ENTITY; EXPLICIT_FOREIGN	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05548:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000071	M8SID_dc30410e04babcbf	MARKETPLACE_SCOPE_MIX	авито, ozon или wildberries: где выгоднее начинать онлайн-бизнес в 2026 году — исследование рбк	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_FOREIGN_ENTITY; EXPLICIT_FOREIGN	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03553:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000072	M8SID_bdac094bc424eb0d	MARKETPLACE_SCOPE_MIX	автоматизация авито по api.интеграция магазина с amocrm и битрикс24, retailcrm, wb, ozon, 1c	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_FOREIGN_ENTITY; EXPLICIT_FOREIGN	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000073	M8SID_64a3aa8bc24d3d77	MARKETPLACE_SCOPE_MIX	автоматизация бизнеса на ozon, wb, авито с chatgpt и обновление цен, остатков, передача и др.	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_FOREIGN_ENTITY; EXPLICIT_FOREIGN	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC01186:OUT_OF_PRODUCT_SCOPE; Product Truth current
M8D000074	M8SID_769788099d191462	READ_ONLY_MUTATION	M6SRC04871:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04871:HOLD_AMBIGUOUS; Product Truth current
M8D000075	M8SID_ee837da4b7c075a8	MARKETPLACE_SCOPE_MIX	M6SRC02344:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02344:HOLD_AMBIGUOUS; Product Truth current
M8D000076	M8SID_b474a56a5f4fcb3a	MARKETPLACE_SCOPE_MIX	M6SRC04621:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04621:HOLD_AMBIGUOUS; Product Truth current
M8D000077	M8SID_96d7213fb8a81c59	READ_ONLY_MUTATION	M6SRC04621:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04621:HOLD_AMBIGUOUS; Product Truth current
M8D000078	M8SID_15ecd93a73212e42	READ_ONLY_MUTATION	M6SRC05278:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05278:HOLD_AMBIGUOUS; Product Truth current
M8D000079	M8SID_cc2565728e3ec340	READ_ONLY_MUTATION	M6SRC04621:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04621:HOLD_AMBIGUOUS; Product Truth current
M8D000080	M8SID_ba88149dc56b3c74	MARKETPLACE_SCOPE_MIX	M6SRC04621:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04621:HOLD_AMBIGUOUS; Product Truth current
M8D000081	M8SID_1b0ae2d520691728	MARKETPLACE_SCOPE_MIX	M6SRC04621:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04621:HOLD_AMBIGUOUS; Product Truth current
M8D000082	M8SID_622df029f08785e1	READ_ONLY_MUTATION	автоставки на wildberries: что автоматизируется и как контролировать	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_UNSUPPORTED_ACTION; MUTATION_RISK	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03628:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000083	M8SID_d984d14ffc1f4279	MARKETPLACE_SCOPE_MIX	M6SRC04871:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04871:HOLD_AMBIGUOUS; Product Truth current
M8D000084	M8SID_d9e4ec430d6df8d5	MARKETPLACE_SCOPE_MIX	M6SRC03884:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03884:HOLD_AMBIGUOUS; Product Truth current
M8D000085	M8SID_6db77a2e2d1c2c22	EXTERNAL_INTERNAL_ANALYTICS	анализ конкурентов на wildberries – полный бред!	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02402:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000086	M8SID_651e24c9cc4ccf2a	EXTERNAL_INTERNAL_ANALYTICS	анализ конкурентов на wildberries: как обойти 800 000 продавцов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05099:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000087	M8SID_9c601d5a75ab1302	EXTERNAL_INTERNAL_ANALYTICS	анализ ниш wildberries	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=1108:M2R/M2R-A19,M2R:line=1109:M2R/M2R-A19; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000088	M8SID_f1015192ad8f00d2	EXTERNAL_INTERNAL_ANALYTICS	анализ ниш wildberries для продавца	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000089	M8SID_b1b23f6ca672ab18	EXTERNAL_INTERNAL_ANALYTICS	анализ целевой аудитории и конкурентов при выборе ниши для wildberries: шаг за шагом	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC00207:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000090	M8SID_fd922c4e9227efae	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов вакансии	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=656:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000091	M8SID_45487e29a1679421	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов вакансии удаленно	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=766:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000092	M8SID_a6892a2c8a5c16d6	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов кто это и что делает	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=788:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000093	M8SID_c1944f254fc58a3a	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов курсы	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=667:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000094	M8SID_53c89d2ec1ea927a	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов обучение	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=669:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000095	M8SID_0b29d3bb75b96e2e	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов работа	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=658:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000096	M8SID_b996427a1a3cdaa6	HUMAN_SOFTWARE_ROLE	аналитик маркетплейсов услуги	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=759:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000097	M8SID_e94b08a74f870327	EXTERNAL_INTERNAL_ANALYTICS	M6SRC03884:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03884:HOLD_AMBIGUOUS; Product Truth current
M8D000098	M8SID_e91fdc6f1c4ab8f8	MARKETPLACE_SCOPE_MIX	аналитика wildberries и ozon: как считать честную прибыль и не работать в минус	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_FINANCIAL_COMPLETENESS; FINANCIAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02230:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000099	M8SID_6a48bc5778d71d83	EXTERNAL_INTERNAL_ANALYTICS	аналитика запросов маркетплейсов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=704:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000100	M8SID_8f8d853c14209859	MARKETPLACE_SCOPE_MIX	аналитика и оцифровка wildberries (вайлдберриз) и ozon по прибыли — wildcrm	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000101	M8SID_71770a95ee2981d9	MARKETPLACE_SCOPE_MIX	аналитика и продвижение на wildberries и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC06023:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000102	M8SID_3da581f1ea723013	EXTERNAL_INTERNAL_ANALYTICS	аналитика конкурентов wildberries: как найти отрыв, а не копировать лидеров	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000103	M8SID_85ed88ad82a113db	EXTERNAL_INTERNAL_ANALYTICS	аналитика конкурентов на маркетплейсах	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=731:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000104	M8SID_9b2fb96786b87e88	MARKETPLACE_SCOPE_MIX	аналитика маркетплейсов wb, ozon и яндекс.маркет - mp manager	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000105	M8SID_799c3c2c3724b978	MARKETPLACE_SCOPE_MIX	аналитика маркетплейсов wildberries и ozon: как выбрать инструмент и не переплачивать	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04965:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000106	M8SID_969a1df7fb42fc24	HUMAN_SOFTWARE_ROLE	аналитика маркетплейсов вакансии	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=657:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000107	M8SID_4df2d2338e24ff8a	HUMAN_SOFTWARE_ROLE	аналитика маркетплейсов обучение	Check role/entity/capability against Product Truth and exact source evidence	EXCLUDED / X_M2R_NOISE; M2R_NOISE	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=670:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000108	M8SID_699d55935fb1260a	HUMAN_SOFTWARE_ROLE	аналитика маркетплейсов работа	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=659:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000109	M8SID_818a2a05f387ca8b	EXTERNAL_INTERNAL_ANALYTICS	аналитика ниш маркетплейсов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=689:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000110	M8SID_31edb3fbcb972925	EXTERNAL_INTERNAL_ANALYTICS	аналитика продаваемых товаров на маркетплейсах	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=726:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000111	M8SID_570372a8c370514d	MARKETPLACE_SCOPE_MIX	аналитика продаж и заказов маркетплейсов wildberries и ozon — sellper	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000112	M8SID_fad71eaaaf694a1c	MARKETPLACE_SCOPE_MIX	аналитика продаж на wildberries, ozon и яндекс.маркете - mp manager	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_SOURCE_FRAGMENT; SOURCE_FRAGMENT	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000113	M8SID_0eb5e1a4c1072a3f	EXTERNAL_INTERNAL_ANALYTICS	аналитика рынка маркетплейсов	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=737:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000114	M8SID_000a13b8978ec5b6	EXTERNAL_INTERNAL_ANALYTICS	аналитика спроса wildberries: как собрать прогноз ниши и проверить его	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000115	M8SID_35e7e70873a91d84	EXTERNAL_INTERNAL_ANALYTICS	аналитика товаров для продажи на маркетплейсах	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=754:M2R/M2R-A01,M2R:line=813:M2R/M2R-A02; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000116	M8SID_39b73ff764cb36c1	EXTERNAL_INTERNAL_ANALYTICS	аналитика цен на маркетплейсах	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_HUMAN_SOFTWARE_ROLE; ROLE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=M2R:line=747:M2R/M2R-A01; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000117	M8SID_b6fb52bb32154362	EXTERNAL_INTERNAL_ANALYTICS	M6SRC05013:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05013:HOLD_AMBIGUOUS; Product Truth current
M8D000118	M8SID_c43039a8e3ac77c6	EXTERNAL_INTERNAL_ANALYTICS	M6SRC03512:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC03512:HOLD_AMBIGUOUS; Product Truth current
M8D000119	M8SID_aad354d380ba1fdb	EXTERNAL_INTERNAL_ANALYTICS	M6SRC02344:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02344:HOLD_AMBIGUOUS; Product Truth current
M8D000120	M8SID_fe7c275c73c6c47c	MARKETPLACE_SCOPE_MIX	M6SRC05565:OWNER_OR_PRODUCT_FACT_REQUIRED	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_PRODUCT_CAPABILITY; M6_PRODUCT_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC05565:OWNER_OR_PRODUCT_FACT_REQUIRED; Product Truth current
M8D000121	M8SID_11a3509f9945d148	EXTERNAL_INTERNAL_ANALYTICS	бесплатный анализ конкурентовна wildberries	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_EXTERNAL_INTELLIGENCE; EXTERNAL_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=NO_EXACT_M6_SOURCE_LINK; Product Truth current
M8D000122	M8SID_2b9be6df1fde22a0	MARKETPLACE_SCOPE_MIX	бесплатный разбор магазина на wb и ozon	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_COMPETITOR_ONLY; COMPETITOR_ONLY	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC02672:NO_INCREMENTAL_INFORMATION_GAIN; Product Truth current
M8D000123	M8SID_0304f30b0840ec6d	READ_ONLY_MUTATION	M6SRC04871:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04871:HOLD_AMBIGUOUS; Product Truth current
M8D000124	M8SID_2ea7111b31af4caf	READ_ONLY_MUTATION	M6SRC04871:HOLD_AMBIGUOUS	Check role/entity/capability against Product Truth and exact source evidence	REVIEW_HOLD / H_M6_SOURCE_IDENTITY; M6_SOURCE_HOLD	NO	FULL_EXACT_KEY_UNIVERSE	M2R=; M6=M6SRC04871:HOLD_AMBIGUOUS; Product Truth current
